product_id,product (brand),category,sub_category
P0314,Namak (Patanjali),Snacks & Branded Foods,Ready To Cook & Eat
P0316,Masala Oats - Classic Masala (Saffola),"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery"
P0317,Masala Oats - Masala & Coriander (Saffola),Snacks & Branded Foods,Snacks & Namkeen
P0318,Masala Oats - Peppy Tomato (Saffola),Snacks & Branded Foods,Snacks & Namkeen
P0319,Masala Oats - Curry & Pepper (Saffola),Snacks & Branded Foods,Snacks & Namkeen
P0321,Corn Rings - Masala Mania (Crax),Snacks & Branded Foods,Snacks & Namkeen
P0322,Fritts - Cream & Onion (Crax),Snacks & Branded Foods,Snacks & Namkeen
P0323,Corn Rings - Tangy Tomato (Crax),Snacks & Branded Foods,Snacks & Namkeen
P0324,Masala Oats - Pongal Surprise (Saffola),Snacks & Branded Foods,Snacks & Namkeen
P0325,Flax Seeds (The Nibble Box),Snacks & Branded Foods,Snacks & Namkeen
P0326,Fresh Tomato Ketchup (Kissan),Gourmet & World Food,"Snacks, Dry Fruits, Nuts"
P0327,"Mechanical Pencil - Da Vinci Ii, 0.7mm (Classmate)",Snacks & Branded Foods,"Spreads, Sauces, Ketchup"
P0328,Ash Gourd - Cut (Fresho),Cleaning & Household,Stationery
P0329,"Butter Milk - Uht, Spicy (Godrej Jersey)",Fruits & Vegetables,Cuts & Sprouts
P0330,Soya Chunks - Mini (Nutrela),"Bakery, Cakes & Dairy",Dairy
P0331,Soya Chunks (Nutrela),"Foodgrains, Oil & Masala",Dals & Pulses
P0332,Filter Coffee (Lavazza),"Foodgrains, Oil & Masala",Dals & Pulses
P0333,Baby Corn - Unpeeled (Fresho),Gourmet & World Food,Drinks & Beverages
P0334,7 O Clock - Ready Ii Disposable Razor (Gillette),Fruits & Vegetables,Exotic Fruits & Veggies
P0335,Sweet Potato (Fresho),Beauty & Hygiene,Men's Grooming
P0336,Gold Caramel Candy Stick (ALPENLIEBE),Fruits & Vegetables,Fresh Vegetables
P0337,Classic Milk Chocolate Candy (Nestle ),Snacks & Branded Foods,Chocolates & Candies
P0339,"Chocolate Bar - Bar One, Charge (Nestle )",Snacks & Branded Foods,Chocolates & Candies
P0340,Lettuce - Romaine (Fresho),Snacks & Branded Foods,Chocolates & Candies
P0341,Lettuce - Red (Fresho),Fruits & Vegetables,Fresh Vegetables
P0342,Leeks (Fresho),Fruits & Vegetables,Fresh Vegetables
P0343,Raw Mango (Fresho),Fruits & Vegetables,Fresh Vegetables
P0344,Tasty Twist Sizzling Tandoori Multi-Use Seasoning (Kohinoor),Fruits & Vegetables,Fresh Fruits
P0345,Tasty Twist Dilli Chatpata Multi-Use Seasoning (Kohinoor),"Foodgrains, Oil & Masala",Masalas & Spices
P0346,Tasty Twist Zingy Schezwan Multi-Use Seasoning (Kohinoor),"Foodgrains, Oil & Masala",Masalas & Spices
P0347,Tasty Twist Mumbai Chowpatty Multi-Use Seasoning (Kohinoor),"Foodgrains, Oil & Masala",Masalas & Spices
P0348,Tasty Twist Special Navratan Multi-Use Seasoning (Kohinoor),"Foodgrains, Oil & Masala",Masalas & Spices
P0350,Kumkum (GOPURAM),"Foodgrains, Oil & Masala",Masalas & Spices
P0351,Winter Glow Face Cream (Glow & Lovely),Cleaning & Household,Pooja Needs
P0352,Water Plus (Tata ),Beauty & Hygiene,Skin Care
P0353,Organic Spouts Horse Gram (Fresho),Beverages,Water
P0354,Lettuce - Romaine (Fresho),Fruits & Vegetables,Cuts & Sprouts
P0355,Lettuce - Red (Fresho),Fruits & Vegetables,Exotic Fruits & Veggies
P0356,Leeks (Fresho),Fruits & Vegetables,Exotic Fruits & Veggies
P0357,Turmeric Powder/Arisina Pudi (Eastern),Fruits & Vegetables,Exotic Fruits & Veggies
P0358,Celery (Fresho),"Foodgrains, Oil & Masala",Masalas & Spices
P0360,Celery (Fresho),Fruits & Vegetables,Herbs & Seasonings
P0361,Hommade - Imli Sauce (Saunth) (Dabur),Fruits & Vegetables,Exotic Fruits & Veggies
P0362,Chow Chow (Fresho),Snacks & Branded Foods,"Spreads, Sauces, Ketchup"
P0363,Tapioca (Fresho),Fruits & Vegetables,Fresh Vegetables
P0364,Black Mustard/Sasive/Rai - Big (bb Popular),Fruits & Vegetables,Fresh Vegetables
P0365,Toothbrush - Triple Clean Soft (Pepsodent),"Foodgrains, Oil & Masala",Masalas & Spices
P0366,Triple Clean Toothbrush - Medium (Pepsodent),Beauty & Hygiene,Oral Care
P0367,"Dog Treats - Real Chicken Biscuits, Chicken Flavour (Purepet)",Beauty & Hygiene,Oral Care
P0368,"Dog Food - Chicken & Egg, Adult (Drools)","Kitchen, Garden & Pets",Pet Food & Accessories
P0369,Salt/Uppu - Crystal (Akar),"Kitchen, Garden & Pets",Pet Food & Accessories
P0370,Skin Lightening Natural Fruit Bleach (Olivia),"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery"
P0371,Skin Lightening Shiner Bleach With Diamond Dust (Olivia),Beauty & Hygiene,Skin Care
P0372,Skin Lightening Oxygen Bleach - Rich Fairness (Olivia),Beauty & Hygiene,Skin Care
P0373,Mini Puffs - Cheese N Herbs (GoodDiet),Beauty & Hygiene,Skin Care
P0374,Packaged Drinking Water (Bindu),Gourmet & World Food,"Snacks, Dry Fruits, Nuts"
P0375,Anti Bacteria Fabric Stiffener - Instant Starch (Revive),Beverages,Water
P0376,Paste - Ginger Garlic (Eastern),Cleaning & Household,Detergents & Dishwash
P0377,Powder - Tomato Rice (Annapoorna),"Foodgrains, Oil & Masala",Masalas & Spices
P0379,Jeera Masala Flavoured Soda (Dhishoom),"Foodgrains, Oil & Masala",Masalas & Spices
P0380,Digestive Biscuits - No Added Sugar (Mcvities),Beverages,Energy & Soft Drinks
P0381,Treat Stars - Creme & Milk Choco Duo Cream Biscuits (Britannia),Snacks & Branded Foods,Biscuits & Cookies
P0382,Treat Stars - Creme & White Choco Duo Cream Biscuits (Britannia),Snacks & Branded Foods,Biscuits & Cookies
P0383,Masala Oats - Chinese (Saffola),Snacks & Branded Foods,Biscuits & Cookies
P0384,Tapioca - Organically Grown (Fresho),Snacks & Branded Foods,Breakfast Cereals
P0385,Pre Mixed Cubes - Rat Killer (HIT),Fruits & Vegetables,Fresh Vegetables
P0386,Green Chilly - Chopped (Fresho),Cleaning & Household,Fresheners & Repellents
P0387,Chat Masala (bb Royal),Fruits & Vegetables,Herbs & Seasonings
P0388,Pani Puri Masala (bb Royal),"Foodgrains, Oil & Masala",Masalas & Spices
P0389,Sambar Masala (bb Royal),"Foodgrains, Oil & Masala",Masalas & Spices
P0390,Paneer Masala (bb Royal),"Foodgrains, Oil & Masala",Masalas & Spices
P0391,Powder - Chilli (Aashirvaad),"Foodgrains, Oil & Masala",Masalas & Spices
P0392,Fennel/Saunf/Sompu - Small (bb Popular),"Foodgrains, Oil & Masala",Masalas & Spices
P0393,Extra Clean Toothbrush Medium (Colgate),"Foodgrains, Oil & Masala",Masalas & Spices
P0394,Tapioca - Organically Grown (Fresho),Beauty & Hygiene,Oral Care
P0395,Instant Noodle - Special Chicken Flavour (Indomie),Fruits & Vegetables,Organic Fruits & Vegetables
P0396,Instant Noodle - Chicken Flavour (Indomie),Gourmet & World Food,"Pasta, Soup & Noodles"
P0397,Candy - Kusari (Balaji foods),Gourmet & World Food,"Pasta, Soup & Noodles"
P0398,Candy - Kusari (Kiara Foods),Cleaning & Household,Pooja Needs
P0399,Synthetic Food Colour Preparation Kesar Yellow (999),Cleaning & Household,Pooja Needs
P0400,Iodized (Tata Salt),Snacks & Branded Foods,Ready To Cook & Eat
P0401,Iodised Crystal Salt/Uppu (Tata Salt),"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery"
P0402,Multigrain Chips - Tangy Tomato (Too Yumm!),"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery"
P0403,Veggie Stix - Chilly Chataka (Too Yumm!),Snacks & Branded Foods,Snacks & Namkeen
P0405,Groovy Chips - Spicy Tomato (Time Pass),Snacks & Branded Foods,Snacks & Namkeen
P0406,Time Pass Chips - Minty Pudina (Time Pass),Snacks & Branded Foods,Snacks & Namkeen
P0407,Masala Oats - Chinese (Saffola),Snacks & Branded Foods,Snacks & Namkeen
P0408,Green Chilly - Chopped (Fresho),Snacks & Branded Foods,Snacks & Namkeen
P0409,Kool - Kesar (Amul),Fruits & Vegetables,Cuts & Sprouts
P0410,Winkin Cow Classic Lassi (Britannia),"Bakery, Cakes & Dairy",Dairy
P0411,New Born - 2 Diaper Pants (Pampers ),"Bakery, Cakes & Dairy",Dairy
P0412,Soda - The Club (Bisleri ),Baby Care,Diapers & Wipes
P0413,Cauliflower (Fresho),Beverages,Energy & Soft Drinks
P0414,Fenugreek/Methi/Menthya (bb Popular),Fruits & Vegetables,Fresh Vegetables
P0415,Crystals - Citric Acid (Eagle),"Foodgrains, Oil & Masala",Masalas & Spices
P0416,Pineapple Flavouring Agent (Bush),Snacks & Branded Foods,Ready To Cook & Eat
P0417,Rose White Flavouring Agent (Bush),Snacks & Branded Foods,Ready To Cook & Eat
P0418,Farmlite Veda Digestive Biscuit (Sunfeast),Snacks & Branded Foods,Ready To Cook & Eat
P0419,Cucumber - Organically Grown (Fresho),Snacks & Branded Foods,Biscuits & Cookies
P0420,Mustard Leaves (Sarso Saag) (Fresho),Fruits & Vegetables,Fresh Vegetables
P0421,Snake gourd - Diced (Fresho),Fruits & Vegetables,Fresh Vegetables
P0422,Sugarcane - Diced (Fresho),Fruits & Vegetables,Fresh Vegetables
P0423,"Pineapple - Chunks, Single Serve (Fresho)",Fruits & Vegetables,Fresh Fruits
P0424,Fruit Power - Masala Sugarcane (Real),Fruits & Vegetables,Fresh Fruits
P0425,Juice - Rose Lychee (B Natural),Beverages,Fruit Juices & Drinks
P0426,Juice - Pink Guava (B Natural),Beverages,Fruit Juices & Drinks
P0427,Juice - Orange (B Natural),Beverages,Fruit Juices & Drinks
P0428,Mustard/Sasive/Rai - Yellow (bb Royal),Beverages,Fruit Juices & Drinks
P0429,Black Salt/Kala Namak - Whole (bb Royal),"Foodgrains, Oil & Masala",Masalas & Spices
P0430,Ready Masala - Kashmiri Meat (Kohinoor),"Foodgrains, Oil & Masala",Masalas & Spices
P0431,Kitchen Scrubber - Stainless Steel (Liao),"Foodgrains, Oil & Masala",Masalas & Spices
P0432,Vermicelli (Anil),Cleaning & Household,"Mops, Brushes & Scrubs"
P0433,Cucumber - Organically Grown (Fresho),Snacks & Branded Foods,"Noodle, Pasta, Vermicelli"
P0435,Birthday Candle - No. 5 (B Vishal),Fruits & Vegetables,Organic Fruits & Vegetables
P0436,Birthday Candle - No. 1 (B Vishal),Cleaning & Household,Party & Festive Needs
P0437,Namkeen - Cornflakes Masala (Sln  ),Cleaning & Household,Party & Festive Needs
P0438,Namkeen - Rice Kodubale (Sln  ),Snacks & Branded Foods,Snacks & Namkeen
P0439,"Crayons - Wax Colour, 75X8mm (Classmate)",Snacks & Branded Foods,Snacks & Namkeen
P0440,Sugarcane - Diced (Fresho),Cleaning & Household,Stationery
P0441,"Pineapple - Chunks, Single Serve (Fresho)",Fruits & Vegetables,Cuts & Sprouts
P0442,Snake gourd - Diced (Fresho),Fruits & Vegetables,Cuts & Sprouts
P0443,Cucumber - English (Fresho),Fruits & Vegetables,Cuts & Sprouts
P0444,Bitter Gourd (Fresho),Fruits & Vegetables,Fresh Vegetables
P0445,Cucumber - English (Fresho),Fruits & Vegetables,Fresh Vegetables
P0446,Hapima Crispy Fry Mix (Ajinomoto),Fruits & Vegetables,Exotic Fruits & Veggies
P0447,Prickly Heat Powder - Sandal (Dermi Cool),"Foodgrains, Oil & Masala","Atta, Flours & Sooji"
P0448,Milk Bikis Milk Cream Biscuits (Britannia),Beauty & Hygiene,Bath & Hand Wash
P0450,Good Day Butter Cookies (Britannia),Snacks & Branded Foods,Biscuits & Cookies
P0451,Dream Cream - Strawberry Vanilla (Sunfeast),Snacks & Branded Foods,Biscuits & Cookies
P0452,Dream Cream - Choco Vanilla Biscuits (Sunfeast),Snacks & Branded Foods,Biscuits & Cookies
P0453,Dream Cream Biscuits - Butterscotch Zing (Sunfeast),Snacks & Branded Foods,Biscuits & Cookies
P0454,Fruit Bread (Britannia),Snacks & Branded Foods,Biscuits & Cookies
P0455,Bread - Fruit (English Oven),"Bakery, Cakes & Dairy",Breads & Buns
P0456,Corn Flakes (Kelloggs),"Bakery, Cakes & Dairy",Breads & Buns
P0457,Chocos Corn Flakes (Kelloggs),Snacks & Branded Foods,Breakfast Cereals
P0458,"Snacks - Sticks, Carrot & Cumin, 2+ Years, 100% Natural & Healthy (Timios)",Snacks & Branded Foods,Breakfast Cereals
P0459,"Snacks - Rings, Tomato & Cheese, 2+ Years, 100% Natural & Healthy (Timios)",Snacks & Branded Foods,Breakfast Cereals
P0460,"Snacks - Stars, Banana & Honey, 2+ Years, 100% Natural & Healthy (Timios)",Snacks & Branded Foods,Breakfast Cereals
P0461,Yum Yum - Vanilla Cake (Milk Ma),Snacks & Branded Foods,Breakfast Cereals
P0462,Yum Yum - Pineapple Cake (Milk Ma),"Bakery, Cakes & Dairy",Cakes & Pastries
P0463,Yum Yum - Chocolate Cake (Milk Ma),"Bakery, Cakes & Dairy",Cakes & Pastries
P0464,Millet Based Nutrition Bar - Classic (Ah!rogya Bar),"Bakery, Cakes & Dairy",Cakes & Pastries
P0465,Kitkat 3 Fingers (Nestle ),Gourmet & World Food,Cereals & Breakfast
P0466,Creamy Milky & Cocoa Chocolate With Extruded Rice (Kinder),Snacks & Branded Foods,Chocolates & Candies
P0467,Choco Deck - French Dessert Inspired Layered Bar (Fabelle),Snacks & Branded Foods,Chocolates & Candies
P0468,White Xylitol Sugarfree Spearmint Flavour Chewing Gum - Fliptop (Happydent ),Snacks & Branded Foods,Chocolates & Candies
P0469,Rusk - Original (Elite),Snacks & Branded Foods,Chocolates & Candies
P0470,Multigrain Biscuit (Chai Point),"Bakery, Cakes & Dairy","Cookies, Rusk & Khari"
P0471,Masala Biscuit (Chai Point),"Bakery, Cakes & Dairy","Cookies, Rusk & Khari"
P0473,Amaranthus - Red (Fresho),"Bakery, Cakes & Dairy","Cookies, Rusk & Khari"
P0474,Baby Potato (Fresho),Fruits & Vegetables,Fresh Vegetables
P0475,Beetroot - Organically Grown (Fresho),Fruits & Vegetables,Fresh Vegetables
P0476,Amaranthus - Green (Fresho),Fruits & Vegetables,Fresh Vegetables
P0477,Gongura Leaves/Pulicha (Fresho),Fruits & Vegetables,Fresh Vegetables
P0478,"Beans - Cluster, Organically Grown (Fresho)",Fruits & Vegetables,Fresh Vegetables
P0480,Arai Keerai (Fresho),Fruits & Vegetables,Fresh Vegetables
P0481,Snake Gourd - Organically Grown (Fresho),Fruits & Vegetables,Fresh Vegetables
P0482,Cabbage - Organically Grown (Fresho),Fruits & Vegetables,Fresh Vegetables
P0483,Chalk Strong - For Cockroaches (Krazy Lines),Fruits & Vegetables,Fresh Vegetables
P0484,Grapes - Bangalore Blue with Seed (Fresho),Cleaning & Household,Fresheners & Repellents
P0485,Banana - Raw Green (Fresho),Fruits & Vegetables,Fresh Fruits
P0486,Coconut - (For Kalash with Jatta) (Fresho),Fruits & Vegetables,Fresh Fruits
P0487,Soft Drink - With Real Lemon Juice (7 Up Nimbooz),Fruits & Vegetables,Fresh Fruits
P0489,"Lychee Ras, Litchi Juice (Paper Boat)",Beverages,Fruit Juices & Drinks
P0490,Fruit Power Juice - Mango (Real),Beverages,Fruit Juices & Drinks
P0491,Aam Panna - Mango Drink (Paper Boat),Beverages,Fruit Juices & Drinks
P0492,Amla Plus (Dabur),Beverages,Fruit Juices & Drinks
P0493,Apple Juice Based Drink (Appy Fizz),Beverages,Fruit Juices & Drinks
P0494,Juice - Mixed Fruit & Dry Fruits (B Natural),Beverages,Fruit Juices & Drinks
P0495,Guava Delight Juice - Aseptic Pack (Tropicana),Beverages,Fruit Juices & Drinks
P0496,Coconut Oil - 100 % Pure (Parachute ),Beverages,Fruit Juices & Drinks
P0497,Comb - Derby Deluxe No 02 (Ego of Paris),Beauty & Hygiene,Hair Care
P0498,Cough Drops - Ginger (Vicks),Beauty & Hygiene,Hair Care
P0499,Cough Drops - Menthol (Vicks),Beauty & Hygiene,Health & Medicine
P0500,Bay Leaf/Lavangada Ele (bb Royal),Beauty & Hygiene,Health & Medicine
P0501,Organic - Mustard/Sasive/Rai Yellow (bb Royal),"Foodgrains, Oil & Masala",Masalas & Spices
P0502,Veg Dum Biryani Masala (Keya),"Foodgrains, Oil & Masala",Masalas & Spices
P0503,Awadhi Kadhai Veg Masala (Keya),"Foodgrains, Oil & Masala",Masalas & Spices
P0504,Awadhi Kadhai Chicken Masala (Keya),"Foodgrains, Oil & Masala",Masalas & Spices
P0505,Masala - Chilly Gobi (Annapoorna),"Foodgrains, Oil & Masala",Masalas & Spices
P0506,Chakra Stainless Steel Scrub (Scotch brite),"Foodgrains, Oil & Masala",Masalas & Spices
P0507,"Scrub Pad - Anti- Bacterial, Regular (Scotch brite)",Cleaning & Household,"Mops, Brushes & Scrubs"
P0508,Scrub Pad - Regular Large (Good Home),Cleaning & Household,"Mops, Brushes & Scrubs"
P0509,Fusian Hong Kong Spicy Garlic Noodles (MAGGI ),Cleaning & Household,"Mops, Brushes & Scrubs"
P0510,Strong Garlic Instant Noodles (A&M),Snacks & Branded Foods,"Noodle, Pasta, Vermicelli"
P0511,Super Shine Soft Bristle Toothbrush (Colgate),Snacks & Branded Foods,"Noodle, Pasta, Vermicelli"
P0512,Super Shine Medium Bristle Toothbrush (Colgate),Beauty & Hygiene,Oral Care
P0513,Toothbrush Fighter - Soft (Pepsodent),Beauty & Hygiene,Oral Care
P0514,Tongue Scraper (Refresh Plus),Beauty & Hygiene,Oral Care
P0515,Beetroot - Organically Grown (Fresho),Beauty & Hygiene,Oral Care
P0516,Sweet Potato - Organically Grown (Fresho),Fruits & Vegetables,Organic Fruits & Vegetables
P0517,"Beans - Cluster, Organically Grown (Fresho)",Fruits & Vegetables,Organic Fruits & Vegetables
P0518,Cabbage - Organically Grown (Fresho),Fruits & Vegetables,Organic Fruits & Vegetables
P0519,Organic - Mustard/Sasive/Rai Yellow (bb Royal),Fruits & Vegetables,Organic Fruits & Vegetables
P0520,Fields Of Gold Organic Mustard/Sasive - Bold (PRISTINE),"Foodgrains, Oil & Masala",Organic Staples
P0521,Surabhi Dhoop - Natural Perfume (Gou Ganga),"Foodgrains, Oil & Masala",Organic Staples
P0522,Dhoop Cone (Om sri Kar),Cleaning & Household,Pooja Needs
P0523,Powder - Viboothi (Murugesan),Cleaning & Household,Pooja Needs
P0524,Pooja Essential (Gomutra),Cleaning & Household,Pooja Needs
P0525,Agarbathi Natural Incense Sticks - Chandan Sandalwood (Gou Ganga),Cleaning & Household,Pooja Needs
P0526,Agarbathi - Velvet (Soft Touch),Cleaning & Household,Pooja Needs
P0527,Puja Wicks - Pulla Vathulu long Batti (Jaji),Cleaning & Household,Pooja Needs
P0528,Fragrance of Temple Gold Tradition (Mangaldeep),Cleaning & Household,Pooja Needs
P0529,Puja Flower Wicks - Puvvu Vathulu Batti (Jaji),Cleaning & Household,Pooja Needs
P0531,Agarbathi Natural Incense Sticks - Lavender (Gou Ganga),Cleaning & Household,Pooja Needs
P0532,Agarbathi - Natural Incense Sticks (Jasmine) (Gou Ganga),Cleaning & Household,Pooja Needs
P0533,"Snacks - Sticks, Carrot & Cumin, 2+ Years, 100% Natural & Healthy (Timios)",Cleaning & Household,Pooja Needs
P0534,"Snacks - Rings, Tomato & Cheese, 2+ Years, 100% Natural & Healthy (Timios)",Snacks & Branded Foods,Ready To Cook & Eat
P0535,Synthetic Food Colour Preparation Orange Red (999),Snacks & Branded Foods,Ready To Cook & Eat
P0536,"Snacks - Stars, Banana & Honey, 2+ Years, 100% Natural & Healthy (Timios)",Snacks & Branded Foods,Ready To Cook & Eat
P0537,Synthetic Food Colour Preparation Apple Green (999),Snacks & Branded Foods,Ready To Cook & Eat
P0538,Synthetic Food Colour Preparation Lemon Yellow (999),Snacks & Branded Foods,Ready To Cook & Eat
P0539,Masala Upma (MOM Meal of the Moment),Snacks & Branded Foods,Ready To Cook & Eat
P0540,Khatta Meetha Poha (MOM),Snacks & Branded Foods,Ready To Cook & Eat
P0541,Glucose - Liquid (Ask Foods),Snacks & Branded Foods,Ready To Cook & Eat
P0543,Salt/Uppu - Proactive (Aashirvaad),Snacks & Branded Foods,Ready To Cook & Eat
P0544,Black Salt/Uppu Powder (Grocery Farm),"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery"
P0545,Potato Chips - Simple Classic Salted (Lays),"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery"
P0546,Potato Chips - Spanish Tomato Tango (Lays),Snacks & Branded Foods,Snacks & Namkeen
P0547,Namkeen - Masala Munch (Kurkure),Snacks & Branded Foods,Snacks & Namkeen
P0548,"Snacks - Sticks, Carrot & Cumin, 2+ Years, 100% Natural & Healthy (Timios)",Snacks & Branded Foods,Snacks & Namkeen
P0549,"Snacks - Rings, Tomato & Cheese, 2+ Years, 100% Natural & Healthy (Timios)",Snacks & Branded Foods,Snacks & Namkeen
P0550,Mad Angles - Very Peri Peri (Bingo),Snacks & Branded Foods,Snacks & Namkeen
P0551,"Snacks - Stars, Banana & Honey, 2+ Years, 100% Natural & Healthy (Timios)",Snacks & Branded Foods,Snacks & Namkeen
P0552,Potato Chips - Salted (Bingo),Snacks & Branded Foods,Snacks & Namkeen
P0553,No Rulz Cheese Curlz Corn Puffs (Bingo),Snacks & Branded Foods,Snacks & Namkeen
P0554,Tortilla Chips - Sweet Chili Flavour (Doritos),Snacks & Branded Foods,Snacks & Namkeen
P0555,RTE BUTTER POPCORN PP (ACT II),Snacks & Branded Foods,Snacks & Namkeen
P0556,Vitamin Enriched Khakhro - Peri Peri Africana (Befikar),Snacks & Branded Foods,Snacks & Namkeen
P0557,Vitamin Enriched Khakhro - Cheesy Oregano (Befikar),Snacks & Branded Foods,Snacks & Namkeen
P0559,Namkeen - Double Mazza (Crax),Snacks & Branded Foods,Snacks & Namkeen
P0560,Namkeen - Nav Rattan (Crax),Snacks & Branded Foods,Snacks & Namkeen
P0561,Namkeen - Aloo Bhujia (Crax),Snacks & Branded Foods,Snacks & Namkeen
P0563,Namkeen - Khatta Mitha (Crax),Snacks & Branded Foods,Snacks & Namkeen
P0564,Ragi Bites - Epic Masala (Soulfull),Snacks & Branded Foods,Snacks & Namkeen
P0565,Namkeen - Moong Dal (Crax),Snacks & Branded Foods,Snacks & Namkeen
P0566,Namkeen - Bikaneri Bhujia (Crax),Snacks & Branded Foods,Snacks & Namkeen
P0567,Ragi Bites - Cra-azy Cheese (Soulfull),Snacks & Branded Foods,Snacks & Namkeen
P0568,Naan Chips - Chatpata Pudina (Wingreens Farms),Snacks & Branded Foods,Snacks & Namkeen
P0569,Watermelon Seeds (The Nibble Box),Gourmet & World Food,"Snacks, Dry Fruits, Nuts"
P0570,Mixed Fruit Jam (Kissan),Gourmet & World Food,"Snacks, Dry Fruits, Nuts"
P0571,Secret Dark Soy Sauce (Chings),Snacks & Branded Foods,"Spreads, Sauces, Ketchup"
P0572,Secret Green Chilli Sauce (Chings),Snacks & Branded Foods,"Spreads, Sauces, Ketchup"
P0574,Secret Red Chilli Sauce (Chings),Snacks & Branded Foods,"Spreads, Sauces, Ketchup"
P0575,Permanent Marker Pen - Blue (Camlin),Snacks & Branded Foods,"Spreads, Sauces, Ketchup"
P0576,Fevikwik One Drop Instant Adhesive (Pidilite),Cleaning & Household,Stationery
P0577,Glue Stick Non Toxic - Small (Kores),Cleaning & Household,Stationery
P0578,Lassi (Amul),Cleaning & Household,Stationery
P0579,Kool - Badam (Amul),"Bakery, Cakes & Dairy",Dairy
P0580,Daily Fresh - Dahi (Britannia),"Bakery, Cakes & Dairy",Dairy
P0581,Kool - Elaichi (Amul),"Bakery, Cakes & Dairy",Dairy
P0582,Lassi (Paper Boat),"Bakery, Cakes & Dairy",Dairy
P0583,Rose Lassi (Cavins),"Bakery, Cakes & Dairy",Dairy
P0584,Irish Drink Shot (Amul),"Bakery, Cakes & Dairy",Dairy
P0585,Fruit Yoghurt - Blueberry (Milky Mist),"Bakery, Cakes & Dairy",Dairy
P0587,Kool - Thandai Flavour (Amul),"Bakery, Cakes & Dairy",Dairy
P0588,Dishwash Liquid (Pril),"Bakery, Cakes & Dairy",Dairy
P0589,Tamarind Dishwash Liquid (Pril),Cleaning & Household,Detergents & Dishwash
P0590,Sparkling Water - Club Soda (Kinley),Cleaning & Household,Detergents & Dishwash
P0591,Club Soda - Evervess (Lehar),Beverages,Energy & Soft Drinks
P0592,Soft  Drink (Thums Up),Beverages,Energy & Soft Drinks
P0593,Glucose D (Moti's),Beverages,Energy & Soft Drinks
P0594,Spyci  - Masala Maar Ke (Bisleri ),Beverages,Energy & Soft Drinks
P0595,Grapes - Bangalore Blue with Seed (Fresho),Beverages,Energy & Soft Drinks
P0596,Amaranthus - Red (Fresho),Fruits & Vegetables,Exotic Fruits & Veggies
P0597,Baby Potato (Fresho),Fruits & Vegetables,Exotic Fruits & Veggies
P0598,Sweet Potato - Organically Grown (Fresho),Fruits & Vegetables,Exotic Fruits & Veggies
P0599,Marie Biscuits (Parle),Fruits & Vegetables,Exotic Fruits & Veggies
P0600,Hide & Seek Caffe Mocha Cookies (Parle),Snacks & Branded Foods,Biscuits & Cookies
P0601,Milano Choco Chip Cookies (Parle),Snacks & Branded Foods,Biscuits & Cookies
P0602,Gojju Magic Masala Powder (MTR),Snacks & Branded Foods,Biscuits & Cookies
P0603,Wafers - Piri Piri (Parle),"Foodgrains, Oil & Masala",Masalas & Spices
P0604,Potato Crisps - Classic Salted (Parle),Snacks & Branded Foods,Snacks & Namkeen
P0605,Wafers - Aloo Chaat (Parle),Snacks & Branded Foods,Snacks & Namkeen
P0606,Milk Shake - Vanilla (Milky Mist),Snacks & Branded Foods,Snacks & Namkeen
P0607,Milk Shake - Chocolate (Milky Mist),"Bakery, Cakes & Dairy",Dairy
P0608,Milk Shake - Strawberry (Milky Mist),"Bakery, Cakes & Dairy",Dairy
P0609,Muskmelon -  Netted Small (Fresho),"Bakery, Cakes & Dairy",Dairy
P0610,Shikakai - Amla and Bhringraj (Godrej),Fruits & Vegetables,Fresh Fruits
P0611,Sweet Corn - Chaat Masala (ACT II),Beauty & Hygiene,Bath & Hand Wash
P0613,Sandwich Biscuits Fab - Jam In Fruit Flavour (Parle),Snacks & Branded Foods,Snacks & Namkeen
P0614,Capsicum - Diced (Fresho),Snacks & Branded Foods,Biscuits & Cookies
P0615,Banana Flower (Fresho),Fruits & Vegetables,Fresh Vegetables
P0616,Pav Bhaji Masala (bb Royal),Fruits & Vegetables,Fresh Fruits
P0617,Chicken Tandoori Masala (bb Royal),"Foodgrains, Oil & Masala",Masalas & Spices
P0618,Meat/Mutton Masala (bb Royal),"Foodgrains, Oil & Masala",Masalas & Spices
P0619,Chicken Masala (bb Royal),"Foodgrains, Oil & Masala",Masalas & Spices
P0620,Channa Masala (bb Royal),"Foodgrains, Oil & Masala",Masalas & Spices
P0621,Kitchen King Masala (bb Royal),"Foodgrains, Oil & Masala",Masalas & Spices
P0622,Jeera Kadu/Bitter Cumin (bb Royal),"Foodgrains, Oil & Masala",Masalas & Spices
P0623,Powder - Tamarind Rice (Annapoorna),"Foodgrains, Oil & Masala",Masalas & Spices
P0625,Capsicum - Diced (Fresho),"Foodgrains, Oil & Masala",Masalas & Spices
P0626,Flavoured Milk - Pista (Nandini),Fruits & Vegetables,Cuts & Sprouts
P0627,3 Layer Gum - Sugarfreee Strawberry Flavour (Center Fresh),"Bakery, Cakes & Dairy",Dairy
